text_clean,airline_sentiment,negativereason,airline,topic
customary upgrade flight attendant uniform passenger one flt iah,negative,Customer Service Issue,United,14
really addressed somewhere website find completely irritating amp unable take flight,negative,Flight Booking Problems,United,3
mechanical delay get voucher tweet book next trip not,negative,Late Flight,United,-1
spends minute beating lady bag fee random stranger come pay fee randomactsofcorporategreed,negative,Flight Attendant Complaints,United,0
hii still waiting refund ridiculousor approve ticket give refundplease advise wht going,negative,Flight Booking Problems,United,20
thanks got rebooked already lost first class seat life,negative,Flight Booking Problems,United,4
booked flight yesterday appeared account confirm email since hour disappeared err segment,negative,Flight Booking Problems,United,23
boarding cant agent phone taking care traveller link reservation,negative,Customer Service Issue,United,8
ewr ppl told call xday since monday still layover loc ref tho help appreciated,negative,Customer Service Issue,United,26
ruth helpful rerouting punta cana dulles connection failed rep not helpful,negative,Flight Attendant Complaints,United,12
booked time called told confirmed linked even make change rez,negative,Flight Booking Problems,United,-1
board flight cancelled flight doesnt pilot miss meeting atlanta someone slept,negative,Cancelled Flight,United,1
response week since complaint submitted day since said would look,negative,Customer Service Issue,United,10
worried cold weather snow would delay morning pilot stillwaiting,negative,Late Flight,United,-1
rushed degree weather get airport time bad pilot didnt stillwaiting,negative,Late Flight,United,45
handed slip paperampsaid call called xday trying get sent still layover airporthave ref tho,negative,Customer Service Issue,United,26
recap bounced flight lied hung supposed thinkdo,negative,Customer Service Issue,United,-1
said would need get supervisor waiting supervisor hung,negative,Customer Service Issue,United,-1
could not access seat map said would note upgrade itinerary call back late flightr,negative,Customer Service Issue,United,-1
spoke someone feedback line last night said would get preferred choice seat today,negative,Customer Service Issue,United,4
loses luggage loses reservation hour travel day want get,negative,Lost Luggage,United,0
flight fine lost luggage not much look like ill least half day late flight conference santa monica,negative,Lost Luggage,United,0
flight without working screen friend not possible move another place unitedfailsworsttripofmylife,negative,Bad Flight,United,-1
flight didnt wifi even though promised ground crew anotherdisappointment,negative,Bad Flight,United,11
agree hour late flight arrival unacceptable hope pray bag,negative,Late Flight,United,0
unhappy uniteds service read ralph naders open letter uals ceo leave comment,negative,Can't Tell,United,-1
best seat paying customer get board first badcustomerservice,negative,Customer Service Issue,United,4
happens time united pilot always exit row america treat customer better employee,negative,Can't Tell,United,36
yes got gate specifically asked seat discouraging walk past crew,negative,Flight Attendant Complaints,United,2
unavailable leg registered hour sold option offer min ticket travelocity,negative,Flight Booking Problems,United,-1
error message said couldnt process request last step seat selection leg agent unaware,negative,Flight Booking Problems,United,4
soon going wait time gate empty msp airport flight min still counting,negative,Late Flight,United,2
horrible wait time get gate show total miss management value customer time respect thier sentiment,negative,Late Flight,United,2
disappointed service starting gate operator bos rude stopping carryon bag,negative,Customer Service Issue,United,0
service suck mexico houston finally realized snack inst dont work cheap,negative,Bad Flight,United,9
guy flight follows threat sue couldnt carry bag defend free,negative,Customer Service Issue,United,0
pls post video belligerent jerk ranting sfo thats he going sue making check bag he hoot,negative,Flight Attendant Complaints,United,0
believe hand worst service ive ever experienced make look amazing unitedairlines,negative,Customer Service Issue,United,51
cant tellpurchase website put lufthansa flight first leg,negative,Flight Booking Problems,United,25
gate far though,negative,Can't Tell,United,2
ric ord amp den delayed nonweather issue way youre batting hotel,negative,Late Flight,United,-1
would made hadnt already booked another flight cancelled flighted original reservation,negative,Customer Service Issue,United,-1
book reward travel august everything blacked,negative,Flight Booking Problems,United,-1
submitted complaint need compensated long take,negative,Customer Service Issue,United,10
horrific flight experience guy made never want fly airplane every,negative,Bad Flight,United,5
flying united oversorry captain still minute preflight preparation make sat air,negative,Late Flight,United,42
trying get email talking business people expect airline wifi,negative,Bad Flight,United,11
not tried already cancun one delivered,negative,Lost Luggage,United,0
illegal breach contract touch not customer feedback,negative,Customer Service Issue,United,10
not way treat customer lot issue not worth headache went thru,negative,Customer Service Issue,United,7
yes ewr corrected fact beought share room unexpactable,negative,Customer Service Issue,United,-1
please review fix baggage procedure dulles happens every week sister travel airline,negative,Can't Tell,United,0
nothing else customer service,negative,Customer Service Issue,United,7
rebooked hour original arrival time talk compensation,negative,Can't Tell,United,-1
coworker conflict hotel issue trying share posted facebook page erased,negative,Can't Tell,United,24
lost parent luggage cancun said would delivered hotel almost,negative,Lost Luggage,United,0
watched connecting flight den pull away gate pull gate slapintheface,negative,Bad Flight,United,2
version row window ahead check well wait,negative,Bad Flight,United,22
pretty sure ive got shin split sprinting iah watch plane pull away jet way,negative,Flight Attendant Complaints,United,5
